latitude,longitude,population
39.284185,-77.22752,11809
39.169859,-77.27564,49238
39.191769,-77.24329,22439
39.13975,-77.18568,30329
39.11755,-77.23548,55186
39.168656,-77.18716,21754
39.139535,-77.17592,457
39.229652,-77.1594,12423
39.178737,-77.19564,32960
39.027259,-77.07745,18498
39.035276,-77.09263,589
39.020359,-77.0115,33555
39.040759,-77.04876,42870
39.014009,-76.98199,22997
39.069108,-76.97834,48904
39.104509,-76.99374,18261
39.07737,-77.06433,61284
38.999992,-77.03404,35448
38.98236,-77.00044,24628
39.508177,-76.18066,19072
39.473451,-76.14083,3116
39.473899,-76.2983,23707
39.344808,-76.27313,961
39.049377,-76.49892,21078
39.508739,-76.49191,3805
39.536057,-76.34957,32969
39.532212,-76.30754,23719
39.476018,-76.24355,6139
39.559374,-76.24757,2642
39.198816,-76.9367,7734
39.477506,-76.64114,23697
39.487938,-76.65938,53
39.04366,-76.58805,7896
39.638039,-76.22398,3426
38.931312,-76.65248,7502
39.24367,-76.99782,2126
38.921763,-76.5373,16212
39.427058,-76.30183,22300
39.276305,-76.86082,35477
39.254356,-76.8006,31893
39.21536,-76.87823,40264
39.207523,-76.82527,37512
39.175004,-76.85319,15074
39.521572,-76.4258,11328
39.506853,-76.90953,10425
39.574606,-76.39022,15021
39.47044,-76.44898,88
39.206108,-76.44642,391
39.70172,-76.71236,2923
39.040159,-76.68408,6864
39.07566,-76.4286,306
39.454943,-76.49718,4056
39.162225,-76.59444,27075
39.164158,-76.6306,50168
39.472604,-76.81424,467
39.613293,-76.84802,12873
39.197119,-76.75178,19360
39.167708,-76.71706,7725
39.157958,-76.69854,378
39.554644,-76.11118,16002
39.470274,-76.45964,998
39.610405,-76.45569,7358
39.432273,-76.35578,14695
39.444457,-76.40817,5262
39.209529,-76.66177,9580
39.435789,-76.63614,34385
39.685569,-76.8505,9496
39.359754,-76.91103,4297
39.712453,-76.65069,64
39.099957,-76.62114,17646
39.575605,-76.59123,4982
39.079902,-76.70867,21335
39.012134,-76.68561,24658
39.419105,-76.78388,41495
39.656737,-76.66001,6671
39.125776,-76.51863,57396
39.400296,-76.44639,6772
39.466859,-76.20106,137
39.504706,-76.57112,7838
39.696621,-76.42781,2621
39.376372,-76.79916,28636
39.470603,-76.81417,29869
38.952412,-76.58205,3320
39.130224,-76.69142,28530
39.079059,-76.55784,25070
39.543905,-76.67,4807
39.661905,-76.35166,5566
39.566103,-76.82125,2353
39.439935,-76.39363,485
39.563901,-76.98926,34805
39.624705,-77.03086,17984
39.707377,-76.31864,2434
39.659671,-76.56859,5161
39.387307,-76.41236,2857
39.336855,-76.84947,3303
39.295306,-76.62118,15280
39.296507,-76.60693,23539
39.405606,-76.62648,20197
39.301157,-76.57478,18346
39.341107,-76.54085,50193
39.324406,-76.7176,47966
39.376879,-76.7287,31203
39.368974,-76.66904,23600
39.352496,-76.63452,11852
39.328957,-76.63361,16515
39.363456,-76.61142,34749
39.311474,-76.58283,38499
39.351857,-76.56399,21173
39.345456,-76.68038,66407
39.310006,-76.67029,36483
39.306306,-76.63786,41605
39.325956,-76.60602,55215
39.229258,-76.44898,9184
39.337798,-76.41533,36315
39.307737,-76.45171,42688
39.263162,-76.5082,54929
39.286556,-76.64644,30753
39.284607,-76.55696,48245
39.229507,-76.61203,31591
39.211758,-76.56623,6554
39.241957,-76.67712,33681
39.278056,-76.74002,48408
39.284856,-76.6878,49867
39.273107,-76.62613,33372
39.288607,-76.59116,16136
39.385006,-76.54177,69495
39.389457,-76.48709,37567
39.33224,-76.50365,25352
39.36225,-76.58812,28895
39.338156,-76.76438,31603
39.399639,-76.58418,19044
38.997511,-76.49803,50571
38.988506,-76.47229,5291
38.946462,-76.48358,29699
39.02801,-76.54183,528
39.646587,-78.77398,43941
39.629925,-79.31377,2006
39.535862,-79.0194,1416
39.614779,-79.24494,24
39.47965,-79.07263,293
39.698332,-78.78741,769
39.652187,-78.90123,132
39.718905,-78.77685,684
39.697548,-78.53893,1599
39.662458,-79.416,2378
39.64612,-78.93778,14481
39.675393,-79.17045,3923
39.395674,-79.20096,817
39.580942,-78.99073,2878
39.475166,-79.05968,68
39.557364,-79.35999,1096
39.589842,-78.94877,446
39.63664,-78.95027,145
39.699489,-78.86961,2396
39.409861,-79.39015,14560
39.579649,-78.55826,2010
39.509856,-78.92329,2102
39.564946,-78.711,6
39.484412,-79.20856,2581
39.488146,-79.03506,3403
38.777863,-76.0782,19151
39.142967,-75.86144,581
39.366193,-76.0623,508
38.747964,-76.27279,744
38.545285,-76.09118,16201
39.049697,-76.05309,6465
38.949536,-76.28063,5351
39.215278,-76.09726,11899
38.393669,-76.16806,451
39.123235,-75.96707,1732
38.836142,-76.2702,189
38.882856,-75.98842,2786
38.344103,-76.10098,173
38.17656,-76.04321,27
39.239132,-75.9243,468
38.871895,-75.8273,7870
38.589383,-75.94218,2360
38.705731,-75.77488,6103
38.288409,-76.20146,494
39.349536,-75.85332,1682
39.026033,-75.7936,1352
38.954613,-76.21257,3895
38.971566,-75.80107,3914
39.07733,-75.79992,1234
38.920583,-75.9408,195
38.641666,-75.86418,5229
39.094126,-75.87294,159
39.328784,-75.9666,1065
38.80503,-76.29105,571
38.485297,-76.24057,470
39.122683,-75.76427,1675
39.311429,-75.80806,328
39.254014,-75.86239,2143
38.750959,-76.17804,116
38.690831,-76.14666,1394
38.747216,-75.91459,4862
38.945143,-75.96915,716
38.963566,-76.13939,3807
38.57526,-75.78177,1371
38.954731,-75.88459,3499
39.137775,-76.22765,2814
38.709254,-76.2086,656
38.783264,-76.22256,3460
38.609886,-75.949,497
38.754785,-76.32474,157
38.942464,-76.34124,11461
39.335017,-76.05365,279
39.201203,-75.85175,1849
38.458374,-76.30203,177
38.708795,-76.33501,822
38.277014,-76.06229,268
38.662533,-76.07009,3229
38.286828,-76.08221,239
38.796477,-76.30437,212
38.510494,-76.18219,392
39.295736,-76.09974,2350
38.925358,-76.05652,288
39.423344,-77.38902,32592
39.451934,-77.442,30487
39.385165,-77.4539,26307
39.363415,-77.37849,4414
39.301647,-77.46667,2925
39.654773,-78.01823,1114
39.521507,-77.66056,12245
39.313666,-77.62466,4899
39.334864,-77.4333,64
39.391459,-77.62709,170
39.710433,-77.49104,1526
39.656474,-77.9152,5326
39.319271,-77.02397,349
39.695328,-77.32721,5507
39.549752,-77.7557,809
39.609846,-77.70725,869
39.26574,-76.99735,857
39.280106,-77.02052,2679
39.633946,-77.73025,55244
39.658897,-77.68297,25337
39.692614,-78.21691,3917
39.342096,-77.29984,5818
39.372496,-77.55869,5443
39.460534,-77.69284,2574
39.584616,-77.2686,3101
39.342991,-77.66014,3978
39.484079,-77.24711,158
39.65643,-78.3986,622
39.697894,-77.74514,1248
39.446452,-77.55169,9609
39.354093,-77.24861,5163
39.381295,-77.15867,25526
39.528123,-77.557,4767
39.408627,-77.28676,8639
39.529834,-77.09715,5394
39.275498,-77.53385,1151
39.610752,-77.34166,1089
39.431058,-77.66169,775
39.677316,-77.47049,1621
39.454582,-77.75052,4166
39.655722,-77.5672,8259
39.39667,-76.965,35077
39.665171,-77.17264,8920
39.604303,-77.41092,11261
39.254538,-77.49474,74
39.5549,-77.18176,5474
39.484843,-77.34668,9584
39.297519,-76.98377,1776
39.600029,-77.81584,8128
39.335671,-77.06364,7471
39.540623,-77.30606,1839
38.369675,-75.61214,27361
38.359332,-75.56931,31163
38.292848,-75.68812,60
38.343166,-75.19082,19384
38.431954,-75.18061,2326
38.302152,-75.88812,480
37.985297,-75.84597,5516
38.158615,-75.93147,1185
38.284622,-75.64771,1949
37.991177,-76.02374,263
38.322867,-75.62088,3666
38.097861,-75.39378,383
38.407885,-75.69357,2924
38.540293,-75.94596,472
38.469332,-75.74074,2486
38.018482,-75.7389,1843
38.268651,-75.90494,418
38.248485,-75.29106,838
38.385457,-75.07153,10274
38.363057,-75.45574,2873
38.377713,-75.39747,2741
38.069322,-75.54811,7331
38.205272,-75.70169,12054
38.327156,-75.79598,1047
38.539817,-75.71854,676
38.39893,-75.21195,48
38.193683,-75.41162,5085
38.040265,-75.40992,725
38.324259,-75.87793,201
37.967803,-76.02337,99
38.111688,-75.79242,162
38.493753,-75.84317,1166
38.100727,-75.7115,2054
38.408973,-75.29575,628
38.397611,-75.35364,2263
38.446894,-75.56365,5428
39.593813,-75.95602,12350
39.553014,-76.06542,215
39.571003,-76.05077,5139
39.61881,-76.0853,6777
39.694974,-76.05395,8967
39.44474,-75.80203,1062
39.402919,-75.86943,477
39.572476,-75.97904,770
39.523096,-75.84155,3043
39.671671,-76.0972,1947
39.679246,-76.15464,4061
39.425542,-75.96164,2538
39.658943,-75.82314,123
39.626736,-75.84294,38335
39.365119,-75.88499,147
38.830345,-77.21387,53044
38.788646,-77.27888,42998
38.582319,-77.32722,21775
38.893921,-77.21976,1499
38.846212,-77.32787,39274
38.859675,-77.26167,27017
38.821753,-77.29293,28904
38.874879,-77.38642,32972
38.760747,-77.31684,18331
38.849136,-77.14081,27112
38.864669,-77.18781,30434
38.901311,-77.19777,22818
38.859645,-77.15328,12928
38.886311,-77.18098,14239
38.71299,-77.16615,8062
39.003809,-77.30165,16984
38.695915,-77.20122,19664
38.93276,-77.1677,28550
38.938664,-77.22196,18554
38.88619,-77.32402,13706
38.683295,-77.26044,75
38.503139,-77.33372,7870
38.778243,-77.18562,22221
38.803813,-77.20821,16503
38.775716,-77.23131,28375
38.745164,-77.23535,32995
38.557527,-77.35726,6142
38.894711,-77.25337,22027
38.896361,-77.29102,14357
38.922478,-77.2566,22758
38.63275,-77.26786,39945
38.678451,-77.30657,49179
38.646375,-77.34469,62252
38.885337,-77.09512,25258
38.856795,-77.05628,16396
38.874979,-77.11455,18760
38.860247,-77.09627,49346
38.88275,-77.13999,15719
38.843466,-77.08973,19139
38.903697,-77.12749,29607
38.893241,-77.07453,11612
38.878215,-77.06845,1636
38.894457,-77.16396,2482
38.819863,-77.05854,10243
38.829512,-77.08204,14973
38.792863,-77.07964,14330
38.813013,-77.11667,40786
38.836779,-77.06418,15612
38.757214,-77.08666,28074
38.774863,-77.0593,9670
38.728464,-77.05701,12184
38.725214,-77.10734,29572
38.782013,-77.12125,25982
38.837312,-77.12064,16789
38.817362,-77.1537,28443
38.806163,-77.05139,24887
38.757924,-77.15284,22006
38.301829,-77.47077,19279
38.317636,-77.43297,23401
38.387261,-77.54676,11409
38.271028,-77.5559,41305
38.236023,-77.46111,18326
38.042346,-77.30833,3491
37.860549,-76.35637,319
38.343691,-77.85964,57
37.996825,-76.56435,2043
38.069014,-77.09611,656
37.790946,-76.78764,635
38.041706,-77.005,623
38.22653,-76.97442,7505
38.340124,-77.03273,998
37.854791,-76.81298,1957
37.858952,-76.63263,1894
38.093956,-76.64055,2073
37.892668,-76.36307,5006
38.036866,-77.08033,432
37.66871,-76.41038,956
37.733327,-76.34389,2838
38.277837,-77.1642,15805
38.046358,-76.57924,1585
37.732696,-76.51554,4477
37.763552,-76.72961,292
37.762848,-76.49749,27
38.326624,-77.76987,7407
38.104829,-77.0743,63
37.991772,-76.48985,1320
37.988674,-77.29047,1961
38.129822,-76.76155,5052
38.006793,-76.68218,112
38.08157,-77.66795,1998
38.164219,-77.18217,491
38.22172,-77.26648,276
37.854233,-76.27848,2395
38.296355,-77.88379,1720
37.95969,-77.47733,10088
37.825956,-76.70563,26
38.207275,-77.64378,25422
38.460395,-77.43266,56774
37.916172,-76.90656,5470
38.233223,-77.91258,2097
37.957869,-76.75725,7280
37.680124,-76.44242,1689
37.64424,-76.36034,2740
37.807268,-76.31275,16
38.095772,-77.44404,4821
39.179076,-78.16653,24470
39.158386,-78.24758,21031
39.267257,-78.19396,11523
38.822506,-78.27368,1790
39.156378,-77.97857,7580
39.061499,-78.03693,2378
39.26582,-78.08496,2180
39.345906,-78.30975,2854
38.980286,-78.4011,7
38.765004,-78.0948,615
38.926615,-78.17499,25707
39.247386,-78.35444,1789
38.814086,-78.01898,644
38.808303,-78.13578,496
39.076317,-78.39617,140
38.932178,-78.06051,3477
38.905106,-77.98948,106
38.944011,-78.48125,1883
39.023035,-78.2809,2873
39.069682,-78.03752,79
38.76592,-78.36545,998
38.823987,-78.4531,1023
39.04494,-78.47377,440
39.07814,-78.20713,13430
39.230131,-78.09992,2170
39.00127,-78.36485,8122
38.949013,-78.43921,1547
39.045019,-78.12417,1741
38.881558,-78.51586,7291
38.459521,-77.99875,21760
38.312548,-78.23622,861
38.476275,-78.2729,208
38.5593,-77.75728,6762
38.549388,-78.15309,693
38.512989,-77.89529,812
38.414359,-78.18321,1552
38.627135,-78.11341,895
38.493501,-77.82067,720
38.527816,-78.25117,213
38.474222,-77.64361,816
38.452043,-78.24197,75
38.331957,-78.3774,104
38.630345,-77.89777,1563
38.411845,-77.82208,654
38.393351,-78.28737,4441
38.587503,-77.70952,2890
38.373645,-78.0165,140
38.365699,-78.18604,233
38.345179,-78.26151,380
38.310141,-78.20098,325
38.324175,-78.05877,2415
38.52916,-77.80274,2669
38.477063,-78.17517,1980
38.388311,-77.68111,278
38.588409,-77.98995,2963
38.303414,-78.28937,960
38.636896,-78.24,1317
38.442247,-77.8962,196
38.456916,-77.7009,1763
38.509556,-78.33721,397
38.638635,-78.03061,299
38.725801,-78.16767,1078
38.629058,-78.18057,364
38.426786,-78.88153,33611
38.477752,-78.86302,21855
38.81913,-78.77149,619
38.797789,-78.96672,385
38.398049,-79.00071,8309
38.619654,-78.80513,6814
38.725738,-79.01957,285
38.436873,-78.99039,5550
38.828628,-78.60964,5615
38.404364,-78.62907,10971
38.637545,-78.95205,1730
38.584516,-79.04328,710
38.453741,-78.78234,868
38.544652,-78.86564,1353
38.665615,-78.45621,11634
38.387721,-78.73452,3387
38.358334,-78.90667,2535
38.772409,-78.69461,4672
38.337507,-79.11629,2804
38.652274,-78.66417,4140
38.788499,-78.81488,40
38.371616,-78.79742,980
38.704494,-78.70088,932
38.49696,-78.61997,4450
38.553225,-78.92206,872
38.567459,-78.50696,5553
38.641556,-78.76258,3839
38.072402,-78.50149,30799
38.00847,-78.47803,18409
38.026342,-78.5348,37669
38.07735,-78.42042,11965
37.987812,-78.79701,3468
37.69474,-78.93251,1983
38.167465,-78.3259,3626
38.000289,-78.72662,73
37.890917,-78.70343,272
38.116217,-78.71396,5121
38.254105,-78.56548,817
38.150083,-78.47627,4492
37.79922,-78.61263,1313
37.85583,-78.77546,1283
38.104457,-78.97416,3427
38.197583,-78.59304,1100
38.125214,-78.197,7220
38.039928,-78.75894,575
37.855103,-78.56162,138
38.025346,-78.32925,3734
38.349795,-78.11747,231
37.780882,-78.89239,1439
37.969657,-78.95712,1754
37.790887,-79.00334,95
38.221405,-78.19026,39
37.905649,-78.90273,1535
37.935994,-78.64088,2030
38.231526,-78.07923,9580
37.871021,-78.30837,11147
37.725074,-78.99245,54
37.79151,-78.98961,1795
38.233717,-78.41009,8700
37.792343,-78.69417,1262
37.74747,-78.80233,1749
38.214023,-78.21596,317
38.301191,-78.46396,5236
37.959376,-78.26353,4039
37.840892,-79.02459,376
38.076547,-78.89839,30520
38.292221,-78.11865,237
37.293165,-76.41057,10
37.338511,-77.95893,9259
37.673369,-78.38899,1234
37.754254,-77.47465,14308
37.790757,-77.17553,4931
37.478184,-76.81384,1103
37.931011,-77.64296,3912
37.3946,-76.36571,320
37.728067,-78.26865,604
37.777938,-76.95055,114
37.961187,-77.76824,6216
37.422209,-76.37304,427
37.653694,-78.11902,1367
37.342306,-77.0731,4797
37.674655,-76.68104,388
37.514774,-76.37543,1366
37.758949,-78.14009,1780
37.643406,-77.80709,910
37.522085,-78.2553,3457
37.550168,-76.34327,1686
37.426154,-76.26844,151
37.855002,-77.47011,1751
37.490365,-76.44118,379
37.782109,-78.23472,1165
37.383629,-76.36167,381
37.686152,-77.53651,15683
37.661647,-77.52632,26940
37.414991,-76.52959,19184
37.257466,-76.49661,2428
37.69536,-77.99793,4943
37.50519,-76.29784,155
37.801783,-77.92431,1399
37.501358,-76.28453,550
37.492529,-76.33636,361
37.753904,-77.33963,3810
37.551549,-76.39294,253
37.533471,-76.4609,1219
37.288999,-76.47393,12009
37.543595,-77.32339,9922
37.475132,-76.31316,546
37.748645,-76.66735,243
37.303726,-78.11349,1637
37.90198,-78.09647,1086
37.711368,-76.85843,513
37.64375,-77.02508,2422
37.435153,-76.90719,3814
37.638259,-76.82858,309
37.593059,-76.50694,626
37.995103,-78.04612,9963
37.712894,-77.82379,2657
37.639354,-77.72841,3633
37.704693,-77.20342,791
37.642543,-76.73554,190
37.43704,-76.30724,2039
37.571544,-76.78066,547
37.605641,-77.31536,30772
37.427988,-77.64868,38660
37.51338,-77.64165,31299
37.826347,-76.87751,95
37.662559,-77.36778,22868
38.007186,-77.86809,7286
37.451894,-76.2904,180
37.422868,-77.7813,2756
37.663039,-78.2868,1579
37.545276,-77.06664,2914
37.342721,-76.27989,68
37.902954,-77.14586,580
37.456363,-76.43298,925
37.698646,-77.77111,349
37.405038,-76.27785,169
37.366838,-76.29577,1350
37.55563,-77.90048,21057
37.438569,-77.03578,3453
37.506369,-77.15127,4831
37.725675,-77.69002,2774
37.837177,-77.05555,1631
37.5787,-76.60916,2508
37.517804,-77.28678,10968
37.787745,-77.96916,594
37.501267,-76.72389,1550
37.701245,-76.92919,117
37.357742,-76.30136,166
37.403872,-76.81744,4386
37.599217,-76.45876,1168
37.648536,-76.59872,1846
37.571789,-76.41631,690
37.728152,-76.99901,1014
37.400287,-76.46089,27
37.710586,-76.63179,415
37.559878,-76.83018,4326
37.285188,-76.5298,14
37.256301,-76.70024,37048
37.270994,-76.71722,3307
37.322936,-76.75793,23787
37.813901,-77.68952,5764
37.541046,-77.43536,2285
37.549396,-77.45739,30021
37.557626,-77.48844,13368
37.573595,-77.42504,27569
37.544746,-77.40085,43690
37.505147,-77.46101,31611
37.51918,-77.49851,38147
37.581696,-77.51709,18047
37.606778,-77.44775,22680
37.621745,-77.48896,31557
37.593546,-77.56271,31064
37.580346,-77.48831,7123
37.482896,-77.36304,27069
37.622465,-77.61965,50296
37.457341,-77.4658,38486
37.522514,-77.56565,29439
37.475798,-77.58235,23502
37.406204,-77.4533,20432
37.633316,-77.54775,15715
37.713561,-75.67108,1929
37.870022,-75.53554,129
37.892445,-75.51107,645
36.99497,-76.56901,139
37.560093,-75.86182,1030
37.434719,-75.87767,1027
37.828492,-75.61896,2736
37.26252,-75.97104,5709
36.940626,-76.5378,4418
36.740632,-76.84517,1278
37.284061,-75.96909,147
36.761698,-76.24511,44424
36.826239,-76.41524,30045
36.687543,-76.22905,54528
36.757815,-76.3358,31471
36.805717,-76.27126,22111
36.814897,-76.23848,16605
37.934673,-75.3678,4324
37.931216,-75.47192,784
37.353286,-75.94203,289
37.522269,-75.86132,3629
37.479588,-75.90262,375
37.999025,-75.41634,1302
37.754497,-75.67974,627
37.635833,-75.86849,123
37.876357,-75.59686,816
37.661513,-75.8315,173
37.95715,-75.45296,1175
37.61686,-75.76512,216
37.635838,-75.66642,76
37.425567,-75.93117,852
37.848467,-75.55559,98
37.859953,-75.62995,120
37.64682,-75.73996,2520
37.452186,-75.84523,1065
37.973042,-75.53045,3684
37.9268,-75.55339,211
37.70973,-75.76272,4051
37.685447,-75.71051,820
37.589068,-75.79947,2919
37.780966,-75.64895,4349
37.549044,-75.73237,414
37.93359,-75.67692,136
37.92358,-75.72178,352
36.978861,-76.63973,15121
36.871628,-76.56063,1076
36.906805,-76.49899,1097
36.735893,-76.59656,40257
36.84882,-76.46521,14947
36.894736,-76.51281,855
36.642645,-76.82272,4140
36.578692,-76.70129,1305
37.847652,-75.99404,691
37.711442,-75.70044,49
37.887538,-75.53645,1202
36.864788,-76.00098,41352
36.839209,-76.09333,61086
36.838398,-76.02862,63310
36.889797,-76.1426,43053
36.762459,-76.06139,75852
36.600219,-76.03592,3687
36.926647,-76.02058,1053
36.795328,-75.97768,901
36.839648,-76.15177,59253
36.799284,-76.17767,71771
37.605335,-75.69088,274
36.828408,-76.73506,5468
37.952168,-75.59681,330
36.855247,-76.21233,21453
36.942947,-76.2547,46809
36.859362,-76.27028,23568
36.913147,-76.28444,29647
36.864047,-76.29947,6635
36.886447,-76.30065,17833
36.880297,-76.2596,12753
36.852547,-76.29028,5094
36.888147,-76.23909,29069
36.870197,-76.29271,4221
36.916497,-76.21796,29813
36.916397,-76.1527,3939
36.830936,-76.27354,7508
37.053346,-76.45948,25046
37.115698,-76.5183,41360
37.193712,-76.57178,3733
37.144943,-76.58677,5738
37.019453,-76.43651,14258
37.078196,-76.49446,25735
36.987151,-76.4195,26361
37.151315,-76.54812,41667
37.002997,-76.32039,1261
37.005814,-76.38316,14565
37.131237,-76.38089,11566
37.031474,-76.31637,16334
37.056778,-76.29373,10498
37.098317,-76.4196,14645
37.050946,-76.40711,48626
37.037946,-76.34415,42220
37.227904,-76.51278,2556
37.257932,-76.56076,89
37.178417,-76.46751,16712
37.112915,-76.43591,18484
37.191262,-76.42135,3432
36.810448,-76.36811,27265
36.803981,-76.32386,11283
36.867248,-76.38232,27625
36.830748,-76.31369,19330
36.835215,-76.3457,14913
36.846562,-76.30803,149
37.241173,-77.34845,7268
37.21695,-77.43063,40979
37.174217,-77.39008,18210
36.87229,-77.91125,1754
37.070975,-77.98876,6998
36.602472,-77.20851,1374
36.582188,-77.27759,577
36.724498,-77.21893,2602
37.01775,-77.39475,1177
37.350999,-77.43959,24629
37.405699,-77.5838,25775
37.197024,-77.66932,2092
37.265403,-77.40438,24347
37.343005,-77.34604,8528
36.740306,-77.07132,3835
37.328232,-77.61364,10745
37.079298,-76.92155,1079
37.066833,-77.6675,1398
37.055849,-77.56349,3185
37.126708,-77.23281,5471
36.848712,-77.80682,694
36.688788,-77.31072,810
36.554164,-78.01408,389
37.064244,-76.82637,842
36.68627,-77.56121,16153
37.169066,-77.74358,1029
36.668255,-76.93945,13412
36.776189,-77.71289,1520
36.576549,-77.88467,424
37.287869,-77.29359,27343
36.907991,-76.89025,1886
36.811276,-77.47496,2361
36.722176,-77.81269,7661
36.993498,-77.74687,2207
36.610636,-77.10269,899
37.235949,-77.30259,8651
36.951449,-77.82402,512
36.822024,-77.02404,1317
36.584448,-77.58854,558
37.181764,-77.0026,4283
36.928972,-77.41971,2541
37.14051,-76.74342,2341
37.191579,-77.56682,2561
36.563755,-77.82652,564
36.963354,-76.98127,2127
36.912369,-77.75239,661
37.005989,-77.09819,6595
36.628802,-77.92817,558
37.127935,-77.83918,648
36.828831,-77.28288,537
36.836423,-76.83731,2161
37.227291,-76.96545,304
37.307946,-78.40144,14695
36.694531,-78.28794,1047
36.615944,-78.3102,3907
36.567521,-78.12176,1887
36.732859,-77.99591,3652
37.581656,-78.62058,2077
37.191053,-78.2117,3703
37.074876,-78.63263,2403
36.806422,-78.46048,6649
36.61665,-78.54018,4496
37.173493,-78.11236,5842
37.164981,-78.62592,716
37.529284,-78.49082,7372
36.958048,-78.53403,2088
36.909504,-78.00646,336
37.312972,-78.77203,75
37.129269,-78.30107,1109
37.241732,-78.4632,1107
36.925375,-78.11767,4490
37.029877,-78.4643,4344
36.678507,-78.08098,3063
36.930088,-78.29215,159
37.097705,-78.37823,1832
37.264896,-78.66558,2924
37.094313,-78.77182,1331
37.310203,-78.55359,1737
37.017706,-78.73668,121
37.197072,-78.81694,541
36.780021,-78.62102,1443
37.284087,-78.27559,1815
36.913228,-78.63611,1237
36.702863,-78.51218,807
36.733874,-78.17287,8185
36.987595,-78.23285,4911
36.848612,-78.59064,197
37.270637,-79.94155,29
37.305769,-79.92767,27218
37.267137,-79.92645,7984
37.236753,-79.93549,22476
37.258787,-79.97816,15418
37.272186,-79.95321,9589
37.290886,-79.98256,23274
37.229786,-80.02477,28979
37.341428,-79.95049,24713
37.357149,-79.94541,78
36.618824,-80.53102,2738
36.677075,-79.70604,6596
36.757893,-80.00161,14626
37.189876,-80.59761,169
37.146244,-80.12562,848
37.232027,-80.42127,48595
37.373117,-79.79043,4837
37.116716,-79.95528,5784
37.532991,-79.68004,4613
37.010772,-80.08111,1956
36.586545,-79.64194,2158
37.361962,-80.19485,1142
37.040036,-80.2167,973
37.136013,-80.41222,25266
36.580514,-80.4332,869
37.369313,-79.90303,586
36.720217,-79.91425,7603
37.043459,-80.14868,1831
36.625817,-80.13542,275
37.407301,-79.91761,1908
37.107273,-80.67384,11232
37.671394,-79.81681,2249
37.287326,-80.62194,195
37.218668,-80.2335,3659
36.901203,-80.0715,4199
36.70487,-79.95681,2316
37.512912,-79.87046,4021
36.910051,-80.30871,6222
37.014685,-79.75335,2608
37.377877,-80.85658,302
37.427111,-80.55227,49
37.21556,-79.73922,4163
37.180713,-79.76536,5210
36.838473,-79.99093,1747
37.107479,-79.53046,3170
36.901524,-80.5936,364
36.696264,-79.86879,34901
36.720001,-80.41975,2023
37.145705,-79.64786,8879
37.413397,-79.70789,2019
37.331818,-80.80847,4541
37.505033,-80.17302,4237
37.325758,-80.47021,1881
37.562902,-80.2538,190
37.210996,-80.62751,452
36.677978,-80.13511,2559
37.291252,-80.73601,5472
37.31803,-80.62267,3112
36.947422,-79.63536,2415
37.048647,-80.32048,1439
37.010279,-79.47217,387
37.11979,-80.57325,18834
37.138427,-80.55031,2765
37.38389,-80.81734,1010
36.595224,-79.87353,8372
37.011934,-80.41897,2659
37.351691,-80.67726,397
36.980013,-79.88027,18209
37.288807,-80.07821,35523
36.985629,-79.53939,362
37.14374,-80.26233,2513
36.590431,-80.03589,1619
37.240021,-80.73083,235
36.734651,-79.94572,419
36.655575,-80.23909,9278
37.357587,-79.66552,2441
37.427597,-79.90595,8321
37.024494,-79.69241,1041
37.276218,-79.8524,17495
37.068743,-79.74911,3150
36.806528,-80.26895,956
36.606582,-82.18087,16610
36.645419,-82.18137,12232
36.728639,-82.00845,14532
36.657812,-81.96207,9018
36.921924,-82.79644,98
36.919476,-82.78974,3162
37.082275,-82.18978,526
36.733931,-83.0635,111
36.851953,-82.77056,11109
37.138489,-82.25643,806
36.627827,-82.96464,1198
36.870051,-82.27792,6862
36.968491,-82.1623,1991
37.147222,-82.34369,1832
37.153509,-82.44936,7515
36.952634,-82.46657,9400
36.624632,-81.76732,3166
37.001752,-82.28089,1114
37.107474,-82.12413,251
36.780481,-82.94428,2311
36.70122,-82.79538,5392
36.844539,-82.49147,1187
36.62928,-83.48322,2697
36.759614,-82.59473,1328
36.642027,-82.58685,8887
37.213189,-82.29759,2651
36.658518,-82.42645,1676
37.02264,-81.99859,6184
36.687716,-83.15587,5576
36.851769,-82.93593,831
36.876177,-82.11083,8999
37.103304,-82.37613,112
36.720381,-82.26093,520
36.741128,-82.41823,2622
37.008665,-82.35244,596
36.942047,-82.63138,6359
36.756705,-83.04178,5711
37.10297,-82.59626,4702
36.954936,-81.94252,712
36.65364,-83.34736,2303
36.805965,-83.05467,1063
36.943316,-82.33154,2153
36.953228,-82.79025,55
36.617348,-82.5666,2036
36.59565,-81.59154,572
36.979817,-82.56963,10599
37.053297,-80.7728,14966
36.870607,-81.40497,2098
36.837699,-80.85731,2419
36.909335,-80.80411,760
37.183901,-81.17641,1578
37.107412,-81.0571,3776
36.937195,-81.67617,38
36.609475,-80.67102,4115
36.982193,-81.38945,728
36.776534,-81.65827,7197
36.820139,-81.11128,256
36.88091,-81.1992,919
36.973028,-80.79309,2342
36.801489,-80.60492,1007
36.729236,-81.2001,1253
36.773659,-81.82771,466
36.659171,-80.70387,1308
36.721913,-81.00535,3594
36.649548,-80.92683,17603
36.772376,-81.7742,5486
36.750353,-80.68706,8959
36.958829,-80.65995,1853
36.626454,-81.16554,4304
36.809933,-80.99526,1282
36.580074,-80.76311,554
36.708515,-80.52791,963
36.828526,-81.53045,16028
36.933981,-80.92897,5507
36.763059,-81.84774,5178
